Timestep,Average Total Reward,Average Suboptimal Arms,Average Regret,Average Zeros Count,Average Ones Count
2,1.69,1.0,0.08999999999999991,0.31,1.69
3,2.45,2.0,0.19000000000000006,0.55,2.45
100,84.0,51.1,4.8519999999999985,16.0,84.0
200,168.33,101.1,9.6047,31.67,168.33
2000,1694.54,1001.1,95.10199999999999,305.46,1694.54
10000,8472.55,5001.1,475.1050000000003,1527.45,8472.55
20000,16945.64,10001.1,950.1050000000002,3054.36,16945.64
40000,33891.89,20001.1,1900.1023,6108.11,33891.89
60000,50837.46,30001.1,2850.1047000000003,9162.54,50837.46
80000,67787.24,40001.1,3800.104699999998,12212.76,67787.24
200000,169494.38,100001.1,9500.101999999999,30505.62,169494.38
400000,338995.81,200001.1,19000.10469999999,61004.19,338995.81
600000,508507.71,300001.1,28500.105000000014,91492.29,508507.71
800000,677999.26,400001.1,38000.10500000001,122000.74,677999.26
1000000,847506.4,500001.1,47500.10500000001,152493.6,847506.4
