Timestep,Iteration,Total Reward,Suboptimal Arms,Total Regret,Zeros Count,Ones Count
2,1.0,1.6666666666666667,1.0,0.10000000000000002,0.3333333333333333,1.6666666666666667
3,1.0,2.6666666666666665,1.3333333333333333,0.13333333333333333,0.3333333333333333,2.6666666666666665
100,1.0,89.33333333333333,36.0,3.6,10.666666666666666,89.33333333333333
200,1.0,173.33333333333334,66.0,6.6000000000000005,26.666666666666668,173.33333333333334
2000,1.0,1782.0,314.6666666666667,31.466666666666665,218.0,1782.0
10000,1.0,8976.666666666666,471.6666666666667,47.166666666666664,1023.3333333333334,8976.666666666666
20000,1.0,17980.666666666668,573.6666666666666,57.366666666666674,2019.3333333333333,17980.666666666668
40000,1.0,35984.666666666664,627.0,62.699999999999996,4015.3333333333335,35984.666666666664
60000,1.0,53974.333333333336,641.6666666666666,64.16666666666667,6025.666666666667,53974.333333333336
80000,1.0,72028.66666666667,659.6666666666666,65.96666666666665,7971.333333333333,72028.66666666667
100000,1.0,89988.33333333333,663.3333333333334,66.33333333333333,10011.666666666666,89988.33333333333
2,2.0,2.0,1.0,0.10000000000000002,0.0,2.0
3,2.0,3.0,1.0,0.10000000000000002,0.0,3.0
100,2.0,86.66666666666667,35.333333333333336,3.5333333333333337,13.333333333333334,86.66666666666667
200,2.0,175.66666666666666,57.0,5.7,24.333333333333332,175.66666666666666
2000,2.0,1779.3333333333333,197.66666666666666,19.76666666666667,220.66666666666666,1779.3333333333333
10000,2.0,8966.333333333334,369.6666666666667,36.96666666666666,1033.6666666666667,8966.333333333334
20000,2.0,17999.0,399.3333333333333,39.93333333333334,2001.0,17999.0
40000,2.0,36011.0,418.6666666666667,41.86666666666667,3989.0,36011.0
60000,2.0,53956.0,470.0,47.0,6044.0,53956.0
80000,2.0,71960.0,479.3333333333333,47.93333333333334,8040.0,71960.0
100000,2.0,89902.33333333333,494.3333333333333,49.43333333333333,10097.666666666666,89902.33333333333
2,3.0,2.0,1.0,0.10000000000000002,0.0,2.0
3,3.0,3.0,1.0,0.10000000000000002,0.0,3.0
100,3.0,85.33333333333333,44.0,4.3999999999999995,14.666666666666666,85.33333333333333
200,3.0,170.33333333333334,77.0,7.7,29.666666666666668,170.33333333333334
2000,3.0,1778.0,223.0,22.3,222.0,1778.0
10000,3.0,8954.0,346.6666666666667,34.666666666666664,1046.0,8954.0
20000,3.0,17989.0,365.3333333333333,36.53333333333333,2011.0,17989.0
40000,3.0,36019.333333333336,407.3333333333333,40.733333333333334,3980.6666666666665,36019.333333333336
60000,3.0,54042.333333333336,418.6666666666667,41.86666666666667,5957.666666666667,54042.333333333336
80000,3.0,72054.33333333333,453.3333333333333,45.333333333333336,7945.666666666667,72054.33333333333
100000,3.0,90082.0,466.6666666666667,46.666666666666664,9918.0,90082.0
2,4.0,1.6666666666666667,1.0,0.10000000000000002,0.3333333333333333,1.6666666666666667
3,4.0,2.3333333333333335,1.0,0.10000000000000002,0.6666666666666666,2.3333333333333335
100,4.0,85.33333333333333,34.0,3.4,14.666666666666666,85.33333333333333
